Date,boiler,ng_meter_m3,boiler_steam_tons,feed_water_kl,hp_steam_tons,lp_steam_kg,soft_water_inlet_kl,soft_water_outlet_kl,ng_skid_converted,ng_skid_unconverted,cereal_condensate_ltr,da_makeup_tank_kl,BOILER1_A.P.H_FLUE_GAS_INLET_TEMPERATURE_(<150 C)_mean,BOILER1_A.P.H_FLUE_GAS_INLET_TEMPERATURE_(<150 C)_min,BOILER1_A.P.H_FLUE_GAS_INLET_TEMPERATURE_(<150 C)_max,BOILER1_A.P.H_FLUE_GAS_INLET_TEMPERATURE_(<150 C)_std,BOILER1_A.P.H_FLUE_GAS_O2_%_mean,BOILER1_A.P.H_FLUE_GAS_O2_%_min,BOILER1_A.P.H_FLUE_GAS_O2_%_max,BOILER1_A.P.H_FLUE_GAS_O2_%_std,BOILER1_A.P.H_FLUE_GAS_OUTLET_TEMPERATURE_(<300 C)_mean,BOILER1_A.P.H_FLUE_GAS_OUTLET_TEMPERATURE_(<300 C)_min,BOILER1_A.P.H_FLUE_GAS_OUTLET_TEMPERATURE_(<300 C)_max,BOILER1_A.P.H_FLUE_GAS_OUTLET_TEMPERATURE_(<300 C)_std,Boiler1Water_Conductivity_uScm_mean,Boiler1Water_Conductivity_uScm_min,Boiler1Water_Conductivity_uScm_max,Boiler1Water_Conductivity_uScm_std,Boiler1Water_TDS_ppm_mean,Boiler1Water_TDS_ppm_min,Boiler1Water_TDS_ppm_max,Boiler1Water_TDS_ppm_std,Boiler1Water_pH_mean,Boiler1Water_pH_min,Boiler1Water_pH_max,Boiler1Water_pH_std,Boiler1_Drum_Steam_Pressure_mean,Boiler1_Drum_Steam_Pressure_min,Boiler1_Drum_Steam_Pressure_max,Boiler1_Drum_Steam_Pressure_std,Boiler1_F.D_FAN_AIR_Temperature_(OUTLET_TEMPERATURE)_mean,Boiler1_F.D_FAN_AIR_Temperature_(OUTLET_TEMPERATURE)_min,Boiler1_F.D_FAN_AIR_Temperature_(OUTLET_TEMPERATURE)_max,Boiler1_F.D_FAN_AIR_Temperature_(OUTLET_TEMPERATURE)_std,Boiler1_Level_Guage_(40-50%)_mean,Boiler1_Level_Guage_(40-50%)_min,Boiler1_Level_Guage_(40-50%)_max,Boiler1_Level_Guage_(40-50%)_std,Boiler1_Modulation_%_mean,Boiler1_Modulation_%_min,Boiler1_Modulation_%_max,Boiler1_Modulation_%_std,Chimney_Temperature_C_mean,Chimney_Temperature_C_min,Chimney_Temperature_C_max,Chimney_Temperature_C_std,Feed_Water_Conductivity_uScm_mean,Feed_Water_Conductivity_uScm_min,Feed_Water_Conductivity_uScm_max,Feed_Water_Conductivity_uScm_std,Feed_Water_DO_ppm_mean,Feed_Water_DO_ppm_min,Feed_Water_DO_ppm_max,Feed_Water_DO_ppm_std,Feed_Water_Tank_Level_(50 to 70%)_mean,Feed_Water_Tank_Level_(50 to 70%)_min,Feed_Water_Tank_Level_(50 to 70%)_max,Feed_Water_Tank_Level_(50 to 70%)_std,Feed_Water_Tank_Pressure_(<0.5 kg/cm2)_mean,Feed_Water_Tank_Pressure_(<0.5 kg/cm2)_min,Feed_Water_Tank_Pressure_(<0.5 kg/cm2)_max,Feed_Water_Tank_Pressure_(<0.5 kg/cm2)_std,Feed_Water_Tank_Temperature_(102 to 105 C)_mean,Feed_Water_Tank_Temperature_(102 to 105 C)_min,Feed_Water_Tank_Temperature_(102 to 105 C)_max,Feed_Water_Tank_Temperature_(102 to 105 C)_std,Feed_Water_Temp_C_mean,Feed_Water_Temp_C_min,Feed_Water_Temp_C_max,Feed_Water_Temp_C_std,Feed_Water_pH_mean,Feed_Water_pH_min,Feed_Water_pH_max,Feed_Water_pH_std,NG_CV_kcal_per_Nm3_mean,NG_CV_kcal_per_Nm3_min,NG_CV_kcal_per_Nm3_max,NG_CV_kcal_per_Nm3_std,SoftWater_Hardness_ppm_mean,SoftWater_Hardness_ppm_min,SoftWater_Hardness_ppm_max,SoftWater_Hardness_ppm_std,SoftWater_pH_mean,SoftWater_pH_min,SoftWater_pH_max,SoftWater_pH_std,Conversion_Rate,Adjusted_NG_Consumption,Boiler_Yield,Efficiency
2025-09-01,Boiler1,5275,287,315,330,70844,119,79,34928.84,8293,69540,281,167.55555555555554,163,176,3.811532208676422,5.077777777777778,4.9,5.2,0.1201850425154665,234.22222222222223,230,241,3.231786571610885,3871.1111111111113,3760,3920,50.359816432460406,2244.8888888888887,2180,2273,29.41702077218419,11.715555555555556,11.7,11.75,0.0150923085635623,14.91111111111111,14.2,15.0,0.266666666666667,105.22222222222224,101,107,1.7159383568311684,48.55555555555556,48,49,0.5270462766947298,61.888888888888886,52,90,11.285438011486798,160.11111111111111,157,163,2.260776661041767,53.44444444444444,40,71,8.61845564923193,0.0711111111111111,0.07,0.08,0.0033333333333333,59.888888888888886,59,60,0.3333333333333327,0.2777777777777778,0.2,0.3,0.0440958551844098,102.0,102,102,0.0,103.9,103.9,103.9,0.0,8.773333333333333,8.72,8.78,0.0199999999999996,9450.0,9450,9450,0.0,0.0,0,0,0.0,7.188888888888889,7.1,7.2,0.0333333333333335,4.211846135294826,22217.488363680208,12.917751786433703,76.98706673142289
