Timestamp,Feed_Water_Tank_Level_(50 to 70%),Feed_Water_Tank_Temperature_(102 to 105 C),Feed_Water_Tank_Pressure_(<0.5 kg/cm2),Boiler1_Level_Guage_(40-50%),Boiler1_Drum_Steam_Pressure,Boiler1_Modulation_%,Boiler1_F.D_FAN_AIR_Temperature_(OUTLET_TEMPERATURE),BOILER1_A.P.H_FLUE_GAS_OUTLET_TEMPERATURE_(<300 C),BOILER1_A.P.H_FLUE_GAS_INLET_TEMPERATURE_(<150 C),BOILER1_A.P.H_FLUE_GAS_O2_%,Chimney_Temperature_C,NG_CV_kcal_per_Nm3,SoftWater_pH,SoftWater_Hardness_ppm,Feed_Water_Temp_C,Feed_Water_Conductivity_uScm,Feed_Water_pH,Feed_Water_DO_ppm,Boiler1Water_TDS_ppm,Boiler1Water_Conductivity_uScm,Boiler1Water_pH,Boiler1_Capacity_TPH
30-09-2025 03:00,59,102,0.3,48,15,66,106,238,171,4.9,161,9450,7.2,0,103.9,69,8.86,0.03,2447,3999,11.93,14
30-09-2025 05:00,59,103,0.3,49,15,60,105,235,167,4.9,160,9450,7.2,0,103.9,75,8.96,0.05,2328,4248,11.71,14
30-09-2025 07:00,60,102,0.2,48,15,70,105,239,173,5.3,161,9450,7.5,0,103.9,52,9.1,0.06,2482,3928,11.92,14
30-09-2025 09:00,60,102,0.2,48,15,60,106,234,168,5.3,161,9450,7.2,0,103.9,58,9.06,0.09,2199,3854,11.58,14
30-09-2025 11:00,60,102,0.2,49,15,66,106,237,171,5.3,160,9450,7.2,0,103.9,83,9.05,0.03,2414,4056,11.63,14
30-09-2025 13:00,60,102,0.2,48,15.1,57,107,236,172,5.3,161,9450,7.2,0,103.9,43,8.78,0.04,2245,3951,11.72,14
30-09-2025 15:00,59,102,0.3,49,15,53,107,231,165,5,160,9450,7.2,0,103.9,44,8.83,0.06,2468,3676,11.95,14
30-09-2025 17:00,60,102,0.3,49,15,51,106,229,163,5,157,9450,7.1,0,103.9,90,8.93,0.05,2227,4084,11.83,14
30-09-2025 19:00,60,102,0.3,49,15,51,104,228,161,5,160,9450,7.1,0,103.9,65,8.8,0.06,2391,4068,11.57,14
30-09-2025 21:00,60,102,0.2,48,15.1,59,106,236,171,5,160,9450,7.1,0,103.9,75,8.41,0.08,2238,3944,11.79,14
30-09-2025 23:00,60,102,0.3,47,14.9,78,105,240,172,4.8,159,9450,7.1,0,103.9,65,8.62,0.06,2167,4089,11.86,14
01-10-2025 01:00,60,102,0.2,48,14.3,90,106,242,177,4.8,161,9450,7.2,0,103.9,40,8.76,0.03,2215,3935,11.93,14
01-10-2025 03:00,60,102,0.3,49,14.3,90,106,242,176,4.8,161,9450,7.2,0,103.9,52,8.76,0.08,2170,3751,11.8,14
01-10-2025 05:00,60,102,0.3,48,14,90,106,240,175,4.8,161,9450,7.2,0,103.9,52,8.75,0.07,2445,3511,11.72,14
01-10-2025 07:00,59,102,0.3,48,15,65,104,237,171,4.9,161,9450,7.2,0,103.9,56,8.74,0.07,2189,3924,11.87,Boiler1_Capacity_TPH
01-10-2025 09:00,60,102,0.2,49,15,58,103,234,166,4.9,161,9450,7.1,0,103.9,72,8.68,0.06,2401,3612,11.99,14
01-10-2025 11:00,60,102,0.2,49,14.9,61,104,235,168,4.9,160,9450,7.3,0,103.9,61,8.69,0.04,2449,3551,11.75,14
01-10-2025 13:00,60,102,0.3,49,15,66,105,237,171,4.9,161,9450,7,0,103.9,65,8.71,0.06,2314,3830,11.86,14
01-10-2025 15:00,59,102,0.3,48,15,60.5,104,234,167,4.8,161,9450,7,0,103.9,89,8.69,0.07,2269,3646,11.71,14
01-10-2025 17:00,60,102,0.2,49,15,47,105,229,163,4.8,161,9450,7.1,0,103.9,90,8.74,0.08,2410,3598,11.62,14
01-10-2025 19:00,59,102,0.3,50,14.9,41,103,220,150,4.8,154,9450,7.1,0,103.9,70,8.72,0.05,2228,4021,11.71,14
01-10-2025 21:00,60,102,0.3,49,15,45,102,226,157,4.8,154,9450,7.3,0,103.9,74,8.71,0.08,2202,4107,11.62,14
01-10-2025 23:00,60,102,0.3,49,15,48,103,227,158,5.2,157,9450,7.3,0,103.9,68,8.76,0.08,2187,4190,11.93,14
02-10-2025 01:00,60,102,0.3,49,15,50,101,224,153,5.2,155,9450,7.2,0,103.9,82,8.7,0.08,2432,4051,11.76,14
02-10-2025 03:00,59,102,0.3,48,15,47,103,227,158,5.2,154,9450,7,0,103.9,44,8.75,0.04,2312,3784,11.7,14
02-10-2025 05:00,60,102,0.2,49,15,56,103,230,159,5.2,156,9450,7.2,0,103.9,71,8.89,0.04,2145,3559,11.72,14
02-10-2025 07:00,59,102,0.2,48,14.9,57,102,232,162,4.8,156,9450,7.2,0,103.9,56,8.98,0.05,2489,4008,11.75,14
02-10-2025 09:00,59,102,0.2,48,15,89,104,243,176,4.8,153,9450,7.1,0,103.9,79,8.61,0.09,2440,3598,11.72,14
02-10-2025 11:00,60,102,0.2,47,14.7,89,104,243,176,4.8,153,9450,7.3,0,103.9,71,8.72,0.03,2462,3736,11.7,14
02-10-2025 13:00,60,103,0.3,49,14.9,58,104,232,163,4.8,152,9450,7.2,0,103.9,77,8.84,0.07,2150,3933,11.71,14
02-10-2025 15:00,59,102,0.3,49,15,80,106,242,176,4.9,152,9450,7,0,103.9,79,8.75,0.04,2338,3513,11.71,14
02-10-2025 17:00,60,102,0.2,49,14.9,88,107,242,176,4.9,156,9450,7.2,0,103.9,81,8.45,0.04,2444,3883,11.71,14
02-10-2025 19:00,60,103,0.4,48,15,72,106,240,156,4.9,156,9450,7.2,0,103.9,61,8.51,0.08,2111,4043,11.68,14
02-10-2025 21:00,60,102,0.3,48,15,60,104,235,168,4.9,153,9450,7.1,0,103.9,78,8.78,0.06,2331,4073,11.74,14
02-10-2025 23:00,60,102,0.2,41,15,68,105,239,172,4.6,157,9450,7.1,0,103.9,49,8.78,0.04,2136,3950,11.72,14
03-10-2025 01:00,60,104,0.4,48,15.3,73,105,242,176,4.6,158,9450,7.1,0,103.9,84,8.78,0.06,2107,3969,11.85,14
03-10-2025 03:00,60,102,0.2,49,15,60,104,234,166,4.6,155,9450,7.2,0,103.9,87,8.78,0.08,2478,4084,11.47,14
03-10-2025 05:00,60,102,0.3,49,15.1,54,105,233,167,4.6,158,9450,7.4,0,103.9,90,8.78,0.07,2172,3812,11.71,14
03-10-2025 07:00,60,104,0.4,48,15,65,104,238,171,4.9,160,9450,7.3,0,103.9,81,8.78,0.07,2279,3895,11.72,14
03-10-2025 09:00,60,102,0.2,48,15,49,105,228,163,4.9,156,9450,7,0,103.9,75,8.78,0.03,2294,3769,11.71,14
03-10-2025 11:00,59,102,0.2,49,15,38,103,220,152,4.9,152,9450,7.3,0,103.9,47,8.78,0.05,2492,4049,11.71,14
03-10-2025 13:00,60,102,0.3,48,15,52,103,230,162,4.9,152,9450,7.2,0,103.9,68,8.72,0.05,2177,4048,11.7,14
03-10-2025 15:00,59,102,0.2,48,14.9,47,103,226,157,5,151,9450,7.2,0,103.9,60,8.72,0.09,2213,4231,11.85,14
03-10-2025 17:00,60,102,0.2,47,14.9,36,101,218,145,5,151,9450,7.1,0,103.9,46,8.72,0.09,2469,3778,11.91,14
03-10-2025 19:00,60,102,0.3,49,15,35,102,217,145,5,147,9450,7.2,0,103.9,75,8.72,0.07,2349,4020,11.71,14
03-10-2025 21:00,60,102,0.2,47,14.9,39,101,220,148,5,150,9450,7.2,0,103.9,87,8.76,0.05,2352,4214,11.6,14
03-10-2025 23:00,60,102,0.3,47,15,32,100,216,144,4.8,150,9450,7.4,0,103.9,88,8.76,0.07,2345,3830,11.97,14
04-10-2025 01:00,60,102,0.3,48,14.9,32,99,217,143,4.8,147,9450,7.2,0,103.9,86,8.76,0.05,2467,4157,11.8,14
04-10-2025 03:00,60,102,0.3,49,14.9,44,100,222,150,4.8,148,9450,7.1,0,103.9,74,8.76,0.06,2145,3885,11.72,14
04-10-2025 05:00,59,102,0.3,48,15,29,98,215,141,4.8,149,9450,7.1,0,103.9,42,8.72,0.06,2222,3657,11.93,14
